count,date,title,description,org_link,link
724,2024-07-23 11:00:00,"<b>인피니트</b> 이성종, 아시아 투어 ‘다시, 시작’ 개최…9월 7일 서울서 포문",<b>인피니트</b> 이성종이 오는 9월 서울을 시작으로 아시아 투어 팬미팅의 포문을 연다. 이성종은 오는 9월 7일... 이성종은 지난 7월에 열렸던 <b>인피니트</b> 완전체 팬미팅 ‘무한대집회IV’에서 공연 소감을 발표하던 중 9월 7일... ,https://mydaily.co.kr/page/view/2024072215090486568,https://m.entertain.naver.com/article/117/0003854191
725,2024-07-23 09:50:00,패션의 본고장 프랑스가 한국시장에 주목하는 이유는,"선보여 <b>인피니트</b> 바이 사미 봐. 지난해 한국에서 ‘모드 인 프랑스 24SS’를 성공적으로 개최한... 이번 행사에는 아데엔 파리(ADN Paris), 어게인(Again), 바지스트(Baziszt), 콜테스(Coltesse), 군터 파리(Gunther Paris), <b>인피니트</b>... ",http://www.segye.com/newsView/20240723504795?OutUrl=naver,https://n.news.naver.com/mnews/article/022/0003953289?sid=103
726,2024-07-23 09:00:00,"[현장스케치] 아르떼뮤지엄, 라스베가스와 두바이 이어 부산 영도에 오픈","이 밖에도 국내외 아르떼뮤지엄에서 많은 사랑을 받은 &lt;워터폴 <b>인피니트</b>(WATERFALL INFINITE)&gt;, &lt;웨이브(WAVE)&gt;까지 총 19개의 작품을 통해 관람객에게 보다 다양한 경험을 선사한다. 무한히 펼쳐진 폭포로 가득 찬 초현실 공간... ",http://www.handmk.com/news/articleView.html?idxno=23916,http://www.handmk.com/news/articleView.html?idxno=23916
727,2024-07-23 08:50:00,"돌아온 니케 수니스, 꼭 뽑아야 할까?",레벨 <b>인피니트</b> '승리의 여신: 니케(이하 니케)'에 여름 한정 캐릭터 '아니스: 스파클링 서머(이하 수니스)'가 복각한다. 아마도 많은 유저들이 7월 25일 복각하는 수니스를 뽑아야 할지 고민이 많을 것이다. 결론부터 말하면... ,https://www.gametoc.co.kr/news/articleView.html?idxno=82993,https://www.gametoc.co.kr/news/articleView.html?idxno=82993
728,2024-07-23 08:22:00,"[오늘의 CPNT] 무한의 계단, 9.5주년 감사 이벤트 실시​外","◆승리의 여신: 니케, 여의도 더현대 서울서 팝업스토어 오픈 레벨 <b>인피니트</b>는 미소녀 건슈팅 액션게임 '승리의 여신: 니케'가 2024 여름 팝업스토어를 더현대 서울에서 오픈한다고 22일 밝혔다. 이번 팝업스토어는 여름... ",https://dealsite.co.kr/articles/125674,https://dealsite.co.kr/articles/125674
729,2024-07-23 05:38:00,&quot;삐빅! 가스 감지&quot; 집 비워도 척척…자취 필수품 '공청기'[써봤어요],"비스포크 큐브 에어 <b>인피니트</b> 라인 공기청정기(33㎡).(사진=조민정 기자) 이데일리가 지난달 24일부터 약 3주간 사용한 비스포크 큐브 에어 <b>인피니트</b> 라인 공기청정기(33㎡, 리유저블 필터)는 1인 가구를 위한 맞춤형... ",http://www.edaily.co.kr/news/newspath.asp?newsid=01252966638957472,https://n.news.naver.com/mnews/article/018/0005795328?sid=101
730,2024-07-23 01:01:00,습도 잡고 전기 요금도 잡는 삼성 AI가전으로 올여름 쾌적하게,■ [비스포크 AI 무풍 시스템에어컨 <b>인피니트</b> 라인] 레이더 센서 기반 AI 기능으로 언제나 쾌적한 공간 완성 비스포크 AI 무풍 시스템에어컨 <b>인피니트</b> 라인은 냉방과 제습 모두 탁월한 성능을 자랑한다. 기존의 프리미엄... ,https://www.chosun.com/economy/market_trend/2024/07/23/LF4EQWYDR5GR5OEFZX4U3Z6FQM/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,https://n.news.naver.com/mnews/article/023/0003847840?sid=101
731,2024-07-23 00:22:00,36조원 날린 '천재 코인왕'…&quot;감옥도 그에겐 징벌 아니다&quot; 왜 [강남규의 직격...,강남규의 직격인터뷰 - '월가 금융 작가' 마이클 루이스 - 『머니볼』 『빅숏』 『고잉 <b>인피니트</b>』 저자... ‘코인 왕’ 샘 뱅크먼-프리드 스토리 『고잉 <b>인피니트</b>』 제목으로 출간 법규·윤리 무관심한 물리학 수재... ,https://www.joongang.co.kr/article/25265332,https://n.news.naver.com/mnews/article/025/0003374988?sid=110
732,2024-07-22 22:00:00,"[게임브리핑] 호요버스, 붕괴:스타레일 2.4버전 업데이트 예고 외",승리의 여신:니케 팝업스토어 오픈 레벨 <b>인피니트</b>가 모바일 슈팅 게임 '승리의 여신:니케'의 팝업스토어를 오픈한다. 팝업스토어는 더현대 서울 지하1층 아이코닉 팝업존에서 7월 27일부터 8월 8일까지 운영한다.... ,https://it.chosun.com/news/articleView.html?idxno=2023092119954,https://it.chosun.com/news/articleView.html?idxno=2023092119954
733,2024-07-22 21:24:00,"승리의 여신 : 니케, 신규 챕터 개방! 방무 '아인'과 이벤스 'JUVENILE DAYS'...",'시프트업'이 개발하고 '레벨<b>인피니트</b>'가 서비스하는 '승리의 여신 : 니케'가 7월 25일목) 예정된 업데이트 세부 내역을 공개했습니다. 주말에 걸쳐 순차적으로 정보가 공개된 신규 SSR 니케 '아인(Ein)' 추가 소식과 함께... ,https://www.gamechosun.co.kr/webzine/article/view.php?no=207144,https://www.gamechosun.co.kr/webzine/article/view.php?no=207144
734,2024-07-22 21:02:00,"승리의 여신 : 니케, '그레이브' 관의 비밀, 수정의 주인 밝혀진다! 7월 신규...","'시프트업'이 개발하고 '레벨<b>인피니트</b>'가 서비스하는 '승리의 여신 : 니케'가 핫한 여름 시즌을 지낸 7월 22일, 개발자 노트를 공개했습니다. 정말 깜짝 업데이트 내용으로 7월 중 31, 32챕터를 공개하겠단 이야기와 함께... ",https://www.gamechosun.co.kr/webzine/article/view.php?no=207141,https://www.gamechosun.co.kr/webzine/article/view.php?no=207141
735,2024-07-22 18:48:00,"삼성전자, '스마트 아파트 솔루션'으로 AI B2B 스마트홈 확산한다",삼성전자 모델이 스마트 아파트에서 스마트싱스를 활용해 '비스포크 AI 무풍 시스템에어컨 <b>인피니트</b> 라인'의 AI 절약 모드 기능을 체험하고 있다. [사진제공=삼성전자] 삼성전자가 '스마트 아파트 솔루션'으로... ,https://www.ntoday.co.kr/news/articleView.html?idxno=107783,https://www.ntoday.co.kr/news/articleView.html?idxno=107783
736,2024-07-22 17:51:00,"‘승리의 여신:니케’, 여의도 더현대 서울서 팝업스토어 그랜드 오픈",레벨 <b>인피니트</b>는 시프트업이 개발하고 자사가 서비스하는 세계 탈환을 위한 미소녀 건슈팅 액션 ‘승리의 여신: 니케’의 2024 여름 팝업스토어를 오는 27일부터 더현대 서울에서 오픈한다. 이번 팝업스토어는 여름... ,https://economist.co.kr/article/view/ecn202407220040,https://n.news.naver.com/mnews/article/243/0000062254?sid=105
737,2024-07-22 17:44:00,"'승리의 여신: 니케', 27일 여의도 더현대 서울서 팝업스토어 오픈",뉴스저널리즘 장하민 기자 = 레벨 <b>인피니트</b>는 시프트업이 개발하고 자사가 서비스하는 미소녀 건슈팅 액션 '승리의 여신: 니케'의 2024 여름 팝업스토어를 오는 27일부터 더현대 서울에서 오픈한다고 밝혔다. 이번... ,https://www.ngetnews.com/news/articleView.html?idxno=509374,https://www.ngetnews.com/news/articleView.html?idxno=509374
738,2024-07-22 16:54:00,"'승리의 여신: 니케', 여의도 더현대 서울서 팝업스토어 27일 오픈","22일 레벨 <b>인피니트</b>는 시프트업이 개발한 '니케'의 2024 여름 팝업스토어 일정을 공개했다. 이번 팝업스토어는 여름 해변을 컨셉으로, 7월 27일부터 8월 8일까지 여의도에 위치한 더현대 서울 지하1층 아이코닉... ",https://www.xportsnews.com/article/1884921,https://m.sports.naver.com/esports/article/311/0001751834
739,2024-07-22 16:34:00,"시프트업 ‘승리의 여신: 니케’, 여의도 더현대 서울서 팝업스토어 오픈",사진=레벨<b>인피니트</b> 제공 레벨 <b>인피니트</b>는 시프트업이 개발하고 자사가 서비스하는 미소녀 건슈팅 액션 ‘승리의 여신: 니케’의 2024 여름 팝업스토어를 오는 27일부터 더현대 서울에서 오픈한다고 22일 밝혔다. 이번... ,https://www.cnbnews.com/news/article.html?no=672183,https://www.cnbnews.com/news/article.html?no=672183
740,2024-07-22 16:16:00,"승리의 여신:니케, 여의도 더현대 서울서 팝업스토어 그랜드 오픈",레벨 <b>인피니트</b>는 시프트업(대표 김형태)이 개발하고 자사가 서비스하는 세계 탈환을 위한 미소녀 건슈팅 액션 ‘승리의 여신:니케’의 2024 여름 팝업스토어를 더현대 서울에서 오픈한다고 22일 밝혔다. 이번... ,http://www.fntimes.com/html/view.php?ud=2024072216130086797492587736_18,http://www.fntimes.com/html/view.php?ud=2024072216130086797492587736_18
741,2024-07-22 16:00:00,[AT게임소식]펄어비스·호요버스·레벨 <b>인피니트</b>,"호요버스는 '붕괴: 스타레일'의 2.4버전 '청천 위 교차하는 칼끝'을 업데이트하고, 레벨 <b>인피니트</b>는 '승리의... ‘승리의 여신: 니케’, 여의도 더현대 서울서 팝업스토어 그랜드 오픈 레벨 <b>인피니트</b>는 시프트업이... ",https://www.asiatime.co.kr/article/20240722500323,https://www.asiatime.co.kr/article/20240722500323
742,2024-07-22 15:50:00,"승리의 여신 : 니케, '아인-츠바이' 설마 따블? '스쿨 서클'의 반항아! '아인...","'시프트업'이 개발하고 '레벨<b>인피니트</b>'가 서비스하는 '승리의 여신 : 니케'가 2024년 신규 SSR 니케, '아인(Ein)' 프로필 정보를 공개했습니다. 사실 '아인'은 지휘관과 구면인 니케죠. 귀여운 뱃살이 포인트였던 미미르 부속... ",https://www.gamechosun.co.kr/webzine/article/view.php?no=207139,https://www.gamechosun.co.kr/webzine/article/view.php?no=207139
743,2024-07-22 15:44:00,"'승리의 여신: 니케', 여름 팝업스토어 오픈","레벨 <b>인피니트</b>는 시프트업이 개발하고 자사가 서비스하는 미소녀 건슈팅 액션 '승리의 여신: 니케'의 2024 여름 팝업스토어를 오는 27일부터 더현대 서울에서 오픈한다. 이번 팝업스토어는 여름 해변을 컨셉으로, 7월... ",http://www.seoulwire.com/news/articleView.html?idxno=616256,http://www.seoulwire.com/news/articleView.html?idxno=616256
744,2024-07-22 15:44:00,"‘승리의 여신: 니케’, 여의도 더현대 서울 팝업스토어 연다",뷰어스 백민재 기­자 beck@viewers.co.kr 레벨 <b>인피니트</b>는 시프트업이 개발하고 자사가 서비스하는 모바일게임 ‘승리의 여신: 니케’의 2024 여름 팝업스토어를 오는 27일부터 더현대 서울에서 오픈한다고 22일 밝혔다.... ,http://theviewers.co.kr/View.aspx?No=3308987,http://theviewers.co.kr/View.aspx?No=3308987
745,2024-07-22 15:32:00,삼성전자 '스마트 아파트 설루션' 적용 단지 20만세대 돌파,삼성전자가 스마트 아파트에서 스마트싱스를 활용해 '비스포크 AI 무풍 시스템에어컨 <b>인피니트</b> 라인'의 AI 절약 모드 기능을 체험하고 있다. [사진 삼성전자] 삼성전자의 인공지능(AI) B2B 설루션 '스마트싱스 프로... ,https://www.nbnews.kr/news/articleView.html?idxno=95367,https://www.nbnews.kr/news/articleView.html?idxno=95367
746,2024-07-22 15:22:00,"승리의 여신: 니케, 여의도 더현대 서울서 팝업스토어 그랜드 오픈",레벨 <b>인피니트</b>는 시프트업이 개발하고 자사가 서비스하는 세계 탈환을 위한 미소녀 건슈팅 액션 ‘승리의 여신: 니케’의 2024 여름 팝업스토어를 오는 27일부터 더현대 서울에서 오픈한다. 이번 팝업스토어는 여름... ,https://www.gameshot.net/common/con_view.php?code=GA669df94604e93,https://www.gameshot.net/common/con_view.php?code=GA669df94604e93
747,2024-07-22 14:52:00,"삼성전자, AI 솔루션 적용 '스마트 아파트' 20만 세대 돌파","©AP신문(AP뉴스)/ 이미지 제공 = 삼성전자 ▲삼성전자 모델이 스마트 아파트에서 스마트싱스를 활용해 '비스포크 AI 무풍 시스템에어컨 <b>인피니트</b> 라인'의 AI 절약 모드 기능을 체험하고 있다. 이와 함께, 우리 집 도면을... ",https://www.apnews.kr/news/articleView.html?idxno=3022250,https://www.apnews.kr/news/articleView.html?idxno=3022250
748,2024-07-22 14:41:00,"[게시판] '승리의 여신: 니케', 여의도 더현대 서울서 팝업 스토어",▲ 텐센트의 게임 퍼블리싱 브랜드 레벨<b>인피니트</b>가 시프트업이 개발한 모바일 슈팅 역할수행게임(RPG) '승리의 여신: 니케'를 테마로 한 팝업 스토어를 오는 27일부터 8월 8일까지 서울 여의도의 더현대 서울에서 연다.... ,https://www.yna.co.kr/view/AKR20240722105100017?input=1195m,https://n.news.naver.com/mnews/article/001/0014821272?sid=105
749,2024-07-22 14:36:00,"삼성전자, AI 솔루션 '스마트싱스 프로' 적용 아파트 20만 세대 돌파","삼성전자 모델이 스마트 아파트에서 스마트싱스를 활용해 '비스포크 AI 무풍 시스템에어컨 <b>인피니트</b> 라인'의 AI 절약 모드 기능을 체험하고 있다. '스마트싱스 프로'는 기업 환경에 맞게 스마트 사이니지, 호텔TV... ",http://www.worktoday.co.kr/news/articleView.html?idxno=55539,http://www.worktoday.co.kr/news/articleView.html?idxno=55539
750,2024-07-22 14:32:00,"‘승리의 여신: 니케’, 여의도 더현대 서울 팝업스토어 그랜드 오픈",레벨 <b>인피니트</b>는 시프트업이 개발하고 자사가 서비스하는 세계 탈환을 위한 미소녀 건슈팅 액션 ‘승리의 여신: 니케’의 여름 팝업스토어를 오는 27일부터 더현대 서울에서 오픈한다고 22일 밝혔다. 이번... ,https://www.ceoscoredaily.com/page/view/2024072213335634269,https://www.ceoscoredaily.com/page/view/2024072213335634269
