,text,label
0,"<article class=""NewsEndMain_comp_news_article__wMpnW _article_body"" id=""comp_news_article""><div class=""_article_content"">[스타뉴스 | 최혜진 기자] <span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/108/2024/09/04/0003263588_001_20240904205310999.jpg?type=w647""/></span></span><em class=""img_desc"">/사진=더뮤즈엔터테인먼트</em></span>그룹 리센느(RESCENE, 원이 리브 미나미 메이 제나)가 뷰티 브랜드 모델로 발탁되며, 광고계 '비주얼 신드롬'을 예고했다. ",2
1,4일 소속사 더뮤즈엔터테인먼트는 리센느가 뷰티 브랜드 온그리디언츠의 공식 모델로 선정됐다고 밝혔다. ,2
2,"리센느는 최근 미니 1집 'SCENEDROME'(씬드롬)을 발매, 맑고 투명한 비주얼과 트렌디한 감성으로 대중의 마음을 사로잡고 있다. 영한 에너지가 느껴지는 리센느와 유기농 클린 뷰티 브랜드 온그리디언츠가 만난 만큼, 젠지(Gen Z)세대의 취향을 저격할 것으로 기대된다. ",2
3,"특히 리센느는 앨범 활동마다 브랜드들의 러브콜을 받으며 '비주얼 올라운더'라는 수식어를 몸소 입증하고 있다. 리센느는 데뷔 앨범 'Re:Scene'(리 씬) 발매 당시 향수 브랜드 모델로 발탁돼 순수하고 상큼한 이미지로 많은 사랑을 받아왔다. 이번에는 리센느가 뷰티 브랜드 뮤즈로 선정된 만큼, 팬들뿐만 아니라 광고계에서도 관심이 뜨겁다. ",2
4,"뷰티 브랜드 온그리디언츠의 새로운 얼굴이 된 리센느는 미니 1집 'SCENEDROME'(씬드롬)을 발매, 타이틀곡 'LOVE ATTACK'(러브어택)으로 국내 음원차트인을 달성하며 바쁜 활동을 이어가고 있다. 리센느의 강렬한 비주얼 어택에 광고계에서도 러브콜이 쇄도하고 있다.",2
5,"한편, 올해 뷰티 브랜드 뮤즈가 된 리센느는 컴백 타이틀곡 'LOVE ATTACK'으로 음악방송 활동을 펼치며 팬들을 만나고 있다.",2
6,"<article class=""NewsEndMain_comp_news_article__wMpnW _article_body"" id=""comp_news_article""><div class=""_article_content""><span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/144/2024/09/04/0000986543_001_20240904205015132.jpg?type=w647""/></span></span><em class=""img_desc"">에스피케이엔터테인먼트</em></span>",2
7,지난해 데뷔 25주년 맞이하여 프로젝트 앨범을 연이어 발표하고 있는 ‘믿고 듣는 보컬’ 가수 박기영이 신곡으로 돌아왔다.,2
8,박기영은 4일 각종 온라인 음원사이트를 통해 신곡 ‘툭 내리던 오후’를 발표했다.,2
9,신곡 ‘툭 내리던 오후’는 박기영과 다년간 작업한 엔지니어 김시민이 작곡하고 전 과정에 참여한 곡으로 반음씩 하강하는 독특한 코드에 몽환적인 멜로디를 얹어 고독한 공허를 담은 곡이다.,2
10,"이 신곡은 임영웅, 헤이즈, 10cm 등 다양한 가수와 작업한 작사가 최인환이 참여해 완성도를 높였으며, ‘세계적인 재즈 아티스트’라는 수식어가 항상 붙어 다니는 재즈 피아니스트 조윤성의 편곡 및 피아노 연주가 담긴 것이 특징이다.",2
11,"<span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/144/2024/09/04/0000986543_002_20240904205015183.jpg?type=w647""/></span></span><em class=""img_desc"">에스피케이엔터테인먼트</em></span>",2
12,맑고 나른한 박기영의 목소리까지 더하여 곡이 담고 있는 고독을 더욱 다채롭고 선명해하게 표현해 리스너들에게 특별한 감정을 선사할 것으로 기대된다.,2
13,박기영 신곡 ‘툭 내리던 오후’는 각종 온라인 음원사이트를 통해 감상해 볼 수 있다.,2
14,"<span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/144/2024/09/04/0000986543_003_20240904205015222.jpeg?type=w647""/></span></span><em class=""img_desc"">에스피케이엔터테인먼트</em></span>",2
15,손봉석 기자 paulsohn@kyunghyang.com</div></article>,2
16,"<article class=""NewsEndMain_comp_news_article__wMpnW _article_body"" id=""comp_news_article""><div class=""_article_content""><span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/015/2024/09/04/0005030049_001_20240904200812123.jpg?type=w647""/></span></span></span>",2
17,그룹 오마이걸 유빈이 4일 오후 경기도 고양시 MBC 드림센터에서 열린 MBC M '쇼 챔피언' 현장공개에 참석해 공연을 펼치고 있다.,2
18,"<article class=""NewsEndMain_comp_news_article__wMpnW _article_body"" id=""comp_news_article""><div class=""_article_content""><span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/015/2024/09/04/0005030048_001_20240904200712135.jpg?type=w647""/></span></span></span>",2
19,그룹 오마이걸 승희가 4일 오후 경기도 고양시 MBC 드림센터에서 열린 MBC M '쇼 챔피언' 현장공개에 참석해 공연을 펼치고 있다.,2
20,"<article class=""NewsEndMain_comp_news_article__wMpnW _article_body"" id=""comp_news_article""><div class=""_article_content""><span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/015/2024/09/04/0005030047_001_20240904200611162.jpg?type=w647""/></span></span></span>",2
21,그룹 오마이걸 유아가 4일 오후 경기도 고양시 MBC 드림센터에서 열린 MBC M '쇼 챔피언' 현장공개에 참석해 공연을 펼치고 있다.,2
22,"<article class=""NewsEndMain_comp_news_article__wMpnW _article_body"" id=""comp_news_article""><div class=""_article_content""><span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/015/2024/09/04/0005030046_001_20240904200512213.jpg?type=w647""/></span></span></span>",2
23,그룹 오마이걸 미미가 4일 오후 경기도 고양시 MBC 드림센터에서 열린 MBC M '쇼 챔피언' 현장공개에 참석해 공연을 펼치고 있다.,2
24,"<article class=""NewsEndMain_comp_news_article__wMpnW _article_body"" id=""comp_news_article""><div class=""_article_content""><span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/015/2024/09/04/0005030045_001_20240904200415378.jpg?type=w647""/></span></span></span>",2
25,그룹 오마이걸 효정이 4일 오후 경기도 고양시 MBC 드림센터에서 열린 MBC M '쇼 챔피언' 현장공개에 참석해 공연을 펼치고 있다.,2
26,"<article class=""NewsEndMain_comp_news_article__wMpnW _article_body"" id=""comp_news_article""><div class=""_article_content""><span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/015/2024/09/04/0005030044_001_20240904200315345.jpg?type=w647""/></span></span></span>",2
27,그룹 오마이걸 아린이 4일 오후 경기도 고양시 MBC 드림센터에서 열린 MBC M '쇼 챔피언' 현장공개에 참석해 공연을 펼치고 있다.,2
28,"<article class=""NewsEndMain_comp_news_article__wMpnW _article_body"" id=""comp_news_article""><div class=""_article_content""><span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/015/2024/09/04/0005030042_001_20240904200212330.jpg?type=w647""/></span></span></span>",2
29,그룹 엔믹스 배이가 4일 오후 경기도 고양시 MBC 드림센터에서 열린 MBC M '쇼 챔피언' 현장공개에 참석해 공연을 펼치고 있다.,2
30,"<article class=""NewsEndMain_comp_news_article__wMpnW _article_body"" id=""comp_news_article""><div class=""_article_content""><span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/015/2024/09/04/0005030041_001_20240904200117238.jpg?type=w647""/></span></span></span>",2
31,그룹 엔믹스 지우가 4일 오후 경기도 고양시 MBC 드림센터에서 열린 MBC M '쇼 챔피언' 현장공개에 참석해 공연을 펼치고 있다.,2
32,"<article class=""NewsEndMain_comp_news_article__wMpnW _article_body"" id=""comp_news_article""><div class=""_article_content""><span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/015/2024/09/04/0005030040_001_20240904200114911.jpg?type=w647""/></span></span></span>",2
33,그룹 엔믹스 릴리가 4일 오후 경기도 고양시 MBC 드림센터에서 열린 MBC M '쇼 챔피언' 현장공개에 참석해 공연을 펼치고 있다.,2
34,"<article class=""NewsEndMain_comp_news_article__wMpnW _article_body"" id=""comp_news_article""><div class=""_article_content""><span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/015/2024/09/04/0005030038_001_20240904200007144.jpg?type=w647""/></span></span></span>",2
35,그룹 엔믹스 규진이 4일 오후 경기도 고양시 MBC 드림센터에서 열린 MBC M '쇼 챔피언' 현장공개에 참석해 공연을 펼치고 있다.,2
36,"<article class=""NewsEndMain_comp_news_article__wMpnW _article_body"" id=""comp_news_article""><div class=""_article_content""><span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/015/2024/09/04/0005030036_001_20240904195819861.jpg?type=w647""/></span></span></span>",2
37,그룹 엔믹스 설윤이 4일 오후 경기도 고양시 MBC 드림센터에서 열린 MBC M '쇼 챔피언' 현장공개에 참석해 공연을 펼치고 있다.,2
38,"<article class=""NewsEndMain_comp_news_article__wMpnW _article_body"" id=""comp_news_article""><div class=""_article_content""><span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/015/2024/09/04/0005030035_001_20240904195817699.jpg?type=w647""/></span></span></span>",2
39,그룹 아일리원 나유가 4일 오후 경기도 고양시 MBC 드림센터에서 열린 MBC M '쇼 챔피언' 현장공개에 참석해 공연을 펼치고 있다.,2
40,"<article class=""NewsEndMain_comp_news_article__wMpnW _article_body"" id=""comp_news_article""><div class=""_article_content""><span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/015/2024/09/04/0005030032_001_20240904195714126.jpg?type=w647""/></span></span></span>",2
41,그룹 아일리원 엘바가 4일 오후 경기도 고양시 MBC 드림센터에서 열린 MBC M '쇼 챔피언' 현장공개에 참석해 공연을 펼치고 있다.,2
42,"<article class=""NewsEndMain_comp_news_article__wMpnW _article_body"" id=""comp_news_article""><div class=""_article_content""><span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/015/2024/09/04/0005030030_001_20240904195615181.jpg?type=w647""/></span></span></span>",2
43,그룹 아일리원 리리카가 4일 오후 경기도 고양시 MBC 드림센터에서 열린 MBC M '쇼 챔피언' 현장공개에 참석해 공연을 펼치고 있다.,2
44,"<article class=""NewsEndMain_comp_news_article__wMpnW _article_body"" id=""comp_news_article""><div class=""_article_content""><span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/015/2024/09/04/0005030029_001_20240904195515613.jpg?type=w647""/></span></span></span>",2
45,그룹 아일리원 아라가 4일 오후 경기도 고양시 MBC 드림센터에서 열린 MBC M '쇼 챔피언' 현장공개에 참석해 공연을 펼치고 있다.,2
46,"<article class=""NewsEndMain_comp_news_article__wMpnW _article_body"" id=""comp_news_article""><div class=""_article_content""><span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/015/2024/09/04/0005030028_001_20240904195512085.jpg?type=w647""/></span></span></span>",2
47,그룹 아일리원 하나가 4일 오후 경기도 고양시 MBC 드림센터에서 열린 MBC M '쇼 챔피언' 현장공개에 참석해 공연을 펼치고 있다.,2
48,"<article class=""NewsEndMain_comp_news_article__wMpnW _article_body"" id=""comp_news_article""><div class=""_article_content""><span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/015/2024/09/04/0005030027_001_20240904195411999.jpg?type=w647""/></span></span></span>",2
49,그룹 아일리원 로나가 4일 오후 경기도 고양시 MBC 드림센터에서 열린 MBC M '쇼 챔피언' 현장공개에 참석해 공연을 펼치고 있다.,2
50,"<article class=""NewsEndMain_comp_news_article__wMpnW _article_body"" id=""comp_news_article""><div class=""_article_content""><span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/015/2024/09/04/0005030026_001_20240904195311962.jpg?type=w647""/></span></span></span>",2
51,가수 방예담이 4일 오후 경기도 고양시 MBC 드림센터에서 열린 MBC M '쇼 챔피언' 현장공개에 참석해 공연을 펼치고 있다.,2
52,"<article class=""NewsEndMain_comp_news_article__wMpnW _article_body"" id=""comp_news_article""><div class=""_article_content""><span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/015/2024/09/04/0005030025_001_20240904195218237.jpg?type=w647""/></span></span></span>",2
53,가수 방예담이 4일 오후 경기도 고양시 MBC 드림센터에서 열린 MBC M '쇼 챔피언' 현장공개에 참석해 공연을 펼치고 있다.,2
54,"<article class=""NewsEndMain_comp_news_article__wMpnW _article_body"" id=""comp_news_article""><div class=""_article_content""><span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/015/2024/09/04/0005030024_001_20240904195216099.jpg?type=w647""/></span></span></span>",2
55,가수 방예담이 4일 오후 경기도 고양시 MBC 드림센터에서 열린 MBC M '쇼 챔피언' 현장공개에 참석해 공연을 펼치고 있다.,2
56,"<article class=""NewsEndMain_comp_news_article__wMpnW _article_body"" id=""comp_news_article""><div class=""_article_content""><span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/015/2024/09/04/0005030023_001_20240904195114661.jpg?type=w647""/></span></span></span>",2
57,그룹 나우어데이즈가 4일 오후 경기도 고양시 MBC 드림센터에서 열린 MBC M '쇼 챔피언' 현장공개에 참석해 공연을 펼치고 있다.,2
58,"<article class=""NewsEndMain_comp_news_article__wMpnW _article_body"" id=""comp_news_article""><div class=""_article_content""><span class=""end_photo_org""><span class=""NewsEndMain_article_image__SwnGO""><span class=""NewsEndMain_image_wrap__djL-o""><img alt="""" src=""https://imgnews.pstatic.net/image/015/2024/09/04/0005030021_001_20240904195012173.jpg?type=w647""/></span></span></span>",2
59,그룹 아크가 4일 오후 경기도 고양시 MBC 드림센터에서 열린 MBC M '쇼 챔피언' 현장공개에 참석해 공연을 펼치고 있다.,2
